"","MISSPROP","PS","CCS","MARG","SCI","SCIMI","MI","MIMI","PRAGMATIC_MU","PRAGMATIC_MC"
"1",0,0.0911884103425306,0.127663154020778,0.127561841915943,0.147225443198854,0.114135600692821,0.151110776787343,0.114026345471937,-0.00393423429568598,-0.00376547895232076
"2",0.001,0.0930894909533718,0.128548632833355,0.128329101357885,0.147914802169933,0.115862112272158,0.151848608260914,0.115809204207522,-0.0032754275584771,-0.00310532396413689
"3",0.002,0.0949890877004414,0.129434028260964,0.129096671856271,0.148604813603438,0.117588018774606,0.15258665148345,0.117590969354743,-0.00261477481189877,-0.00244334119133725
"4",0.003,0.0968871928678513,0.130319340584113,0.129864553677138,0.149295476650994,0.119313312131587,0.153324906444026,0.119371632734754,-0.00195227673453532,-0.00177953131721879
"5",0.004,0.0987837987085722,0.131204570075891,0.130632747078957,0.149986790455077,0.121037984242836,0.154063373125591,0.121151186137886,-0.00128793401556533,-0.00111389503547172
"6",0.005,0.100678897444385,0.13208971700188,0.131401252312555,0.150678754148948,0.122762026976369,0.154802051504904,0.122929621323616,-0.0006217473548429,-0.000446433050258009
"7",0.006,0.10257248126584,0.132974781620078,0.132170069621032,0.151371366856599,0.124485432168438,0.15554094155248,0.124706930020545,4.62825370224039e-05,0.00022285392371087
"8",0.007,0.104464542332211,0.133859764180817,0.132939199239682,0.152064627692687,0.126208191623491,0.156280043232527,0.126483103926367,0.000716154938586126,0.000893965161096404
"9",0.008,0.106355072771448,0.134744664926685,0.133708641395907,0.152758535762475,0.127930297114131,0.15701935650289,0.128258134707847,0.00138786911748725,0.00156689992585312
"10",0.009,0.108244064680133,0.13562948409244,0.134478396309137,0.15345309016177,0.129651740381081,0.157758881314986,0.130032014000785,0.0020614243303669,0.00224165747114971
"11",0.01,0.110131510123432,0.136514221904931,0.135248464190746,0.154148289976857,0.13137251313313,0.158498617613744,0.131804733409999,0.00273681982278582,0.00291823703928858
"12",0.011,0.112017401135051,0.137398878583017,0.136018845243972,0.154844134284442,0.133092607047104,0.15923856533755,0.133576284509289,0.00341405482914304,0.00359663786162686
"13",0.012,0.113901729717185,0.138283454337481,0.136789539663827,0.155540622151586,0.134812013767816,0.159978724418177,0.13534665884141,0.00409312857259192,0.00427685915849387
"14",0.013,0.115784487840473,0.139167949370947,0.137560547637019,0.15623775263564,0.136530724908023,0.16071909478073,0.137115847918045,0.00477404026495745,0.00495890013911085
"15",0.014,0.117665667443947,0.140052363877799,0.138331869341861,0.156935524784181,0.138248732048383,0.16145967634358,0.138883843219771,0.00545678910665092,0.00564276000150818
"16",0.015,0.119545260434984,0.140936698044094,0.139103504948193,0.157633937634954,0.139966026737414,0.162200469018303,0.140650636196034,0.00614137428658616,0.00632843793244367
