"","MISSPROP","PS","CCS","MARG","SCI","SCIMI","MI","MIMI","PRAGMATIC_MU","PRAGMATIC_MC"
"1",0,0.135679561164815,0.135679561164815,0.136047563159616,0.154090580310468,0.162002364009998,0.160337922398135,0.162002364009998,0.000184335705038789,0
"2",0.001,0.135553557393035,0.135553557393035,0.135776300817114,0.153766276839502,0.161645643118212,0.160039474329553,0.161645643118212,0.000184388705718102,0
"3",0.002,0.135427316504236,0.135427316504236,0.135505188159152,0.153442467665164,0.161289479613761,0.159741048817628,0.161289479613761,0.000184440940857019,0
"4",0.003,0.135300840269404,0.135300840269404,0.135234227050086,0.15311915320055,0.160933875601814,0.159442647619507,0.160933875601814,0.00018449241109559,0
"5",0.004,0.135174130459903,0.135174130459903,0.134963419354811,0.152796333856098,0.16057883319112,0.159144272494922,0.16057883319112,0.000184543117078524,0
"6",0.005,0.135047188847423,0.135047188847423,0.134692766938702,0.152474010039547,0.160224354493981,0.158845925206165,0.160224354493981,0.000184593059455215,0
"7",0.006,0.134920017203929,0.134920017203929,0.134422271667567,0.152152182155902,0.159870441626214,0.158547607518048,0.159870441626214,0.000184642238879762,0
"8",0.007,0.134792617301601,0.134792617301601,0.134151935407586,0.151830850607393,0.159517096707117,0.158249321197878,0.159517096707117,0.000184690656010997,0
"9",0.008,0.134664990912788,0.134664990912788,0.133881760025257,0.151510015793438,0.159164321859437,0.157951068015419,0.159164321859437,0.000184738311512509,0
"10",0.009,0.134537139809951,0.134537139809951,0.133611747387344,0.151189678110602,0.158812119209333,0.15765284974286,0.158812119209333,0.000184785206052669,0
"11",0.01,0.134409065765608,0.134409065765608,0.133341899360816,0.150869837952559,0.158460490886344,0.157354668154786,0.158460490886344,0.000184831340304658,0
"12",0.011,0.134280770552282,0.134280770552282,0.133072217812797,0.150550495710051,0.158109439023355,0.157056525028141,0.158109439023355,0.000184876714946486,0
"13",0.012,0.134152255942446,0.134152255942446,0.132802704610503,0.150231651770849,0.15775896575656,0.156758422142197,0.15775896575656,0.000184921330661027,0
"14",0.013,0.13402352370847,0.13402352370847,0.132533361621191,0.149913306519713,0.157409073225428,0.156460361278517,0.157409073225428,0.000184965188136035,0
"15",0.014,0.133894575622563,0.133894575622563,0.132264190712104,0.149595460338354,0.157059763572669,0.156162344220929,0.157059763572669,0.000185008288064177,0
"16",0.015,0.133765413456719,0.133765413456719,0.131995193750406,0.149278113605391,0.156711038944201,0.155864372755487,0.156711038944201,0.000185050631143059,0
"17",0.016,0.133636038982666,0.133636038982666,0.131726372603133,0.148961266696307,0.156362901489109,0.155566448670436,0.156362901489109,0.000185092218075247,0
"18",0.017,0.133506453971802,0.133506453971802,0.131457729137131,0.148644919983417,0.156015353359616,0.155268573756184,0.156015353359616,0.000185133049568301,0
"19",0.018,0.133376660195149,0.133376660195149,0.131189265219003,0.148329073835821,0.155668396711046,0.154970749805265,0.155668396711047,0.000185173126334796,0
"20",0.019,0.133246659423291,0.133246659423291,0.130920982715044,0.148013728619362,0.155322033701788,0.154672978612303,0.155322033701788,0.000185212449092353,0
"21",0.02,0.133116453426318,0.133116453426318,0.130652883491191,0.147698884696589,0.154976266493258,0.154375261973981,0.154976266493258,0.000185251018563663,0
"22",0.021,0.132986043973772,0.132986043973772,0.130384969412959,0.147384542426712,0.154631097249869,0.154077601689008,0.154631097249869,0.000185288835476518,0
"23",0.022,0.132855432834592,0.132855432834592,0.130117242345386,0.147070702165559,0.154286528138992,0.153779999558081,0.154286528138992,0.000185325900563838,0
"24",0.023,0.132724621777052,0.132724621777052,0.129849704152972,0.14675736426554,0.153942561330919,0.153482457383852,0.153942561330919,0.000185362214563694,0
"25",0.024,0.132593612568706,0.132593612568706,0.129582356699621,0.146444529075596,0.153599198998832,0.153184976970894,0.153599198998832,0.000185397778219344,0
"26",0.025,0.132462406976334,0.132462406976334,0.129315201848581,0.146132196941164,0.153256443318761,0.152887560125665,0.153256443318761,0.000185432592279256,0
"27",0.026,0.132331006765882,0.132331006765882,0.129048241462387,0.145820368204131,0.152914296469552,0.152590208656477,0.152914296469552,0.000185466657497139,0
"28",0.027,0.132199413702403,0.132199413702403,0.128781477402798,0.145509043202791,0.15257276063283,0.152292924373456,0.15257276063283,0.000185499974631972,0
"29",0.028,0.13206762955,0.13206762955,0.12851491153074,0.145198222271801,0.152231837992962,0.15199570908851,0.152231837992962,0.000185532544448029,0
