"","MISSPROP","PS","CCS","MARG","SCI","SCIMI","MI","MIMI","PRAGMATIC_MU","PRAGMATIC_MC"
"1",0,0.0337079434917871,0.0337079434917871,0.0337079434917874,0.0860592936527243,0.0860592936527243,0.0860592936527243,0.0860592936527243,0.00014313415278439,0
"2",0.18,0.00495298864057344,0.00495298864057344,0.0369477317031305,0.0634403717032507,0.0246375271044622,0.0540902382541831,0.0246375271044623,0.000165220340754524,0
"3",0.31,0.0216477722078511,0.0216477722078511,0.020461224924104,0.0441167916009671,0.0787684849634341,0.0439478921814934,0.0787684849634338,0.000171753186058305,0
"4",0.32,0.0167648430917388,0.0167648430917388,0.0697107721673406,0.0676300348229847,0.016033882374398,0.07019197797698,0.0160338823743978,0.000178187879483496,0
"5",0.39,0.131961362100336,0.131961362100336,0.560598756053997,0.750846970219495,0.124578587317134,0.526345607010711,0.124578587317133,0.000181004302944283,0
"6",0.47,0.0562818476195481,0.0562818476195481,0.332037743639576,0.418455693635673,0.139860664482101,0.37097712396854,0.139860664482101,0.000154535779763451,0
"7",0.58,0.0164790028773776,0.0164790028773776,0.199722994371815,0.176287178490919,0.0158655109301192,0.221044091036691,0.0158655109301194,0.000175985966825055,0
"8",0.62,0.26635606769488,0.26635606769488,0.117558674514423,0.114133512729661,0.275971974718789,0.102087966399158,0.27597197471879,0.000194182179248459,0
