"","MISSPROP","PS","CCS","MARG","SCI","SCIMI","MI","MIMI","PRAGMATIC_MU","PRAGMATIC_MC"
"1",0,1.64700106607295,1.64700106607295,1.64700106607295,1.65303424696656,1.65303424696656,1.65303424696656,1.65303424696656,1.6016022126314,2.29858602940501
"2",0.36,1.82810638152719,1.5841497073964,1.70001104571687,1.6946879962115,1.81414147908416,1.72568648125681,1.82332459438822,1.93999403774511,1.46042719565374
"3",0.39,1.73388899111194,1.95706285916236,2.0632387653869,2.05348478099732,1.70770749277767,2.07114941569856,1.71530161653834,2.34122562035962,1.6012122431171
"4",0.5,1.54490792160531,1.87743784872143,1.94925250036602,1.94671898484732,1.56015871893174,1.94973946319084,1.55458354723366,2.03397856204475,1.44784086903068
"5",0.42,1.57284546317856,2.2177259367581,2.14650410315359,2.16482282839846,1.97192081793986,2.17060435629819,1.76785447824747,2.42503079875167,1.47047775994081
"6",0.41,1.2810409250766,1.5043437915421,1.68179435832405,1.68008599188183,1.35202268513976,1.65528045659089,1.32633599404121,1.87058152645517,1.24653332415878
"7",0.54,1.63747835473529,2.1435766690035,2.09321097434407,2.08449063190882,1.6616206578976,2.09278537743506,1.64086703794644,2.15520797909591,1.56880173865676
"8",0.62,1.6175862269114,1.77334605555464,1.80773212682368,1.82612931282387,1.63251675995714,1.81418039862098,1.62665473110474,2.12798057840935,1.51328934563303
