"","MISSPROP","PS","CCS","MARG","SCI","SCIMI","MI","MIMI","PRAGMATIC_MU","PRAGMATIC_MC"
"1",0,2.00339310061876,2.00339310061876,2.00339310061876,2.0185871553411,2.0185871553411,2.0185871553411,2.0185871553411,1.8060249020245,1.80653326789464
"2",0.15,1.96536950950271,1.96536950950271,1.93829247401576,1.92860092438546,1.96649376000066,1.96901095641934,1.96649376000066,1.64830626235979,1.65171557312218
"3",0.24,2.15820081537341,2.15820081537341,2.11607773417064,2.11878540755218,2.14678737743229,2.12889306205961,2.14678737743229,1.97044830138984,1.96753767951983
"4",0.42,1.56447002196788,1.56447002196788,1.44996961537765,1.44743585830886,1.59891732739707,1.47540607842721,1.59891732739707,1.35475628116589,1.35606469657579
"5",0.4,2.26926701484658,2.26926701484658,2.24104083273113,2.31845985990442,2.29192619790267,2.26555267458387,2.29192619790268,2.19596935006818,2.19452987942193
"6",0.46,1.68048101876712,1.68048101876712,1.69816218131724,1.69052247824721,1.70779210545311,1.70966371578355,1.70779210545311,1.67993029531061,1.68651280798889
"7",0.54,2.34199279185123,2.34199279185123,2.26382015321035,2.18435202463248,2.41773602694598,2.28644844227712,2.41773602694598,2.13542627214793,2.1388595701901
"8",0.79,1.26943611326009,1.26943611326009,1.20924278304986,1.22097563757026,1.2408493429996,1.20242333896775,1.2408493429996,1.32286153569713,1.32873308188356
